Bundle ID,Status,Telegram Chat ID,User Message,Voice Transcript,Media,Media Count,Media Type,Created Time,Last Updated,Linked Content,Bundle Media,GPT Status,GPT Output,Content Generated,Project,Bandle number,Bundle ID Auto
B011,Failed,7508426910,,,file_71 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/ZI53idbVR-j4IfDalIKzLg/du7Kf92bHNi-Ni5sN4ABmpEqE1HvIfgSZtQ3Gvfo2UtuUt2EXnHxmTRHIWfhvNNA05nIs97vstLNpBVNOWthrX4a5irXGQIqp_C3OOoaldR2f9quAwq4iFiC1gnCyacoCTgnA2UtwXdnTO2NTGOAfnrdxRxVB84VjgN5xayd9Ao/F7z8P9zrihispNY2yihKOJnd2jegzphCie6bLK4T4VY),1,Photo,6/7/2026 5:48am,6/11/2026 7:53am,,file_71,Done,,,,11,B011
B012,Failed,7508426910,😎,"Это проект GoManderOffice. Хотел показать, как мы используем материалы для формирования атмосферы пространства, а не просто для отделки.",,0,Voice,6/7/2026 6:01am,6/10/2026 3:31am,,file_74,Done,,,,12,B012
B013,Failed,7508426910,,,file_75 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/F0q_aExt9jUlfk3C1b9w-g/b4iKSXqyNKH7k_MfClfNi2F4RaTjqgNpbej-djC7aedi_xDVEH5tdmeTz1iDrFtQtizXybOTEu9gn250ToBaP4_KGwqfl13WSTu72CX2CyLEnWH6uR14XYGwNc5tZCHQA3cmfCGIrJk-T9IPhbyB4mXdPimFkQ614vvaEeKMShA/pOaEwOt-2Bcm-wcYjYZX215tHN9KibO8LS825m06Bk4),1,Photo,6/7/2026 6:48am,6/10/2026 3:31am,,file_75,Done,,,,13,B013
B014,Failed,7508426910,,Пробуем голосовое сообщение тоже. Пробуем.,file_76 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/PW-LXrWVH-P2Q87jPwFwIQ/EDSMBOIug7kihqHC9D1wHveD_jl_eGO1Xmw8syuDMawor0td4JYT57XLBNOksNwJYmFRaIDNfWz8ybfqjYpaFZw7lpEeoeLK2y4mFcixpvcCvO5RGVxxTKNtlGSSKHIgaYa2SewdClIG8tm2_g8oL_kli8QpJZmfvLw-hHdKK0Y/sJcr8gL7Ml-hVzHnLalJXRpvs1Mkp4j3YWLv1S_p3LI),1,Photo,6/7/2026 7:55am,6/10/2026 3:31am,,"file_76,file_78",Done,,,,14,B014
B015,Failed,7508426910,,Видео нашего проекта в миноре,file_81.mp4 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/K282D4Upq0aoYTpq6R_9jw/m7MjOYN1CXu_8dDXH3RsCVcZqaCn-NDbR-uOJ4q-4gdqG4zjKCrsPolf84yVEUWD-PcLCi_77kb2mX6P5ptk20FEvmau1CkZn__w_WvWB5FIVX40vZ47U0WnWKQ0AwLhtqGj8VYkvi9hQmFYC2Qw02yLUxThj1I2ixTTxyW8BYk/Bmwy2sfCAKkKKB6ImjduU0S0cODt5ILrT5fU9j_rY4Y),1,Video,6/8/2026 7:02am,6/10/2026 4:44am,,"file_80,file_81,file_79",Done,,,,15,B015
B016,Failed,7508426910,,,file_83 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/Ltl2tmEekwgVwzbgUKRnSA/P6_nY-YSp3shpUfErOdwgtR95iRth7fAhhlbTJHEcQ78b7rtn24lhRZXzTFUNJ338DlRBgK9nNB16tWAf18xUIXMeN673Ij7UOomavcBaFSUkkBzfPKdkHKhTr4EAcoz3P36-etp9T59y_QvwsS42wqotmTNskeC0rAe1OrXWcc/yVHDb2n098d69XqUaLS6Ir_W0MBWLEkDu6vP8P9mUjc),1,Photo,6/8/2026 11:48am,6/11/2026 7:53am,,"file_83,file_84,file_85",Done,,,,16,B016
B017,Failed,7508426910,,,file_86 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/tng2GDGN3iGy5VVIGfb3eg/Smdwz3zuryU9CZXhN2ZaKdLg4uwRK1g1RGVqiTwAEHqx9wV7YQ2T-ooPF7PK7-58lBMt6EoAh8rzAehzCb6qARUvyqzfTvn0VRFbTpva9NIHFtJINbXnmRfmuDLqyeJieVxvx2Rd-b44dbiabmM_bMVyFEw4bJrgxGGPU0Ochgc/AahMpFLBFpsDm57amYc6f69KGynuHtIPjOTIk06gguQ),1,Photo,6/8/2026 12:03pm,6/11/2026 7:53am,,"file_86,file_79,file_87",Done,,,,17,B017
B018,Failed,7508426910,,"Да, архитектура, вот по поводу части планирования, по поводу того, что это все становится слишком дорого не проектировать. Если не проектировать, слишком дорого выходит.",file_89.mp4 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/PDjhaszT0rlx5NijAfT14Q/1IeTFjv4_OXE4Q2LQ-vhQ6VJWKy5kMd0H4Gn1s1qbb9pilrKcmcnRS4NyBwVfOlY1HQJo7OpM-klVS-CqWIrKmnB11Iizsoc3qyViv0fkyA2s_fqlkDx2PKVoBFNXACJqYTFZgSfc2XanL5EBe2RRcoSF-842sm8munJ9R6igJ8/CxaLoD4l4oQypPr2aU5mb_wUUFKm1J5djzP1MJ3LcWw),1,Video,6/10/2026 3:10am,6/11/2026 7:53am,,"file_88,file_89",,,,,18,B018
B019,Failed,7508426910,,сейчас архитектура визуализации beam это не только это не ради финального проекта делается это полезно еще и для текучки для текущей работы вот как-то про это надо поговорить,file_91 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/iTQzO-MnBwSjttxNgRFe-g/sFQHS4oVRPPdwx5DEcbJKXhVdTNPVzqin1aVqgtI5ndD3Gai00XqOoJa4hHKW_b0mzaIinF5czzMMgzVVHKttl_A_zKrnBN6nG3NxUpz8UMWVwYNBY42h3bZxdM1CXZYy4menmcMx5lrtptPtMIuzoEB5-amKyZwBO_UxR2qvXM/n139sVbcjwRlNn0mrGNHkUTdGAdTF3lcUoRuLaMifCs),1,Photo,6/10/2026 3:38am,6/10/2026 1:26pm,,file_92,,,,,19,B019
B020,Ready,7508426910,,,file_94 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/5pQMcx8uLoHJyG9JPXnb2g/Wwm3C6TsCEkjLdSIYWZeJRqmm7A7mMIIfaobX3ldm_rID6QBcanzMSZpk3eEB8GisJI8J40yreTEKnx2OHYj_-Bud7QrM3u7tB79s_jOdF65rKqFhB-riyJBDelh8ZN477sXZiKuaKraSv_l55SFBHk1d_WSINRqUmrmSMfPRpU/hUh9o4IfAsCj8uff0khnvcizknrKXmHZfNnUIfwSKc4),1,Photo,6/10/2026 4:30am,6/10/2026 7:18am,,"file_94,file_95",Done,,,,20,B020
B051,Ready,7508426910,Первре сообщениеВторое сообщение,,,,Text,6/10/2026 1:15pm,6/12/2026 4:16am,,file_91,Done,,,,51,B051
B052,Ready,7508426910,"Test content

Текст

Текст",,,,Text,6/10/2026 1:51pm,6/10/2026 1:51pm,,,,,,,52,B052
B053,Ready,7508426910,"Какой то новый текст

Кокойтол",,,,Text,6/10/2026 1:51pm,6/10/2026 1:53pm,,,Error,,,,53,B053
B054,Ready,7508426910,Тест полного цикла. Проект Eco Sanur.,"Нужно сделать контент про то, почему мастер-план важнее фасада в девелоперском проекте.",,,,6/11/2026 7:16am,6/16/2026 8:37am,,"file_97,file_98",Done,,,,54,B054
B055,Ready,7508426910,Тест. Карусели деоаем карусель из 2 изобрадений.,"Ну что-то делаем на тему, как важно выбрать правильно камень для фартука и столешницы.",,,,6/12/2026 5:53am,6/16/2026 8:37am,,"file_99,file_100",Done,,,,55,B055
B056,Ready,7508426910,,"Хочу сделать пост про вот этот дом Коми, Коми-изба, именно северная изба, да. Нужно в принципе чуть-чуть так понять, что это за строение, почему оно так строилось, из какого дерева, из какой породы, из какой древесины и почему это было единственное правильное строение для вот этого региона. И вообще это вот так исторически, к викингам наверно, да, вот это как единый дом для всего, для всей семьи, вот так он и был исторически, да. И вот мой дом также в Сарскаре, в республике Коми, он был именно такой. Это дом моих родителей и предков. Ему было на момент, когда его разобрали, сломали, наверное 120-130 лет, на венце была надпись 1895 год. Это был очень старый дом, да, но он прослужил многим поколением и он даже не был собран на этом месте, он был собран там в километре от того места, где он в итоге был разобран, где он простоял 90 лет. Его через 10 лет перенесли, семьи разделялись и насколько я знаю по царским документам, царскими печатями, семья разделилась и мать подарила своей дочери, которая вышла замуж, вот этот дом еще до сих пор сохранились там. У меня документы печати там 1980-1918 года, печать царского еще правительства, хотя это уже было уже совершенно другое государство, но старые печати были и они подтвердили перенос дома. Вот интересный такой момент, который я хотел бы отразить в блоге.",file_102 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/DUHRpVvGoXJVQZKA9ORDqg/LZO7vZxckDAkiQIeV048Vxnv4EJA9vYH-51Am0Cq99HCL4Vl84kH_JNidU3-t35JLan-CR-3D2qHvuLAw-SvfoQ-v2BK4cx7w2RdkcPy3EpTZf-dS7JtH9XMQthJtADTM48ArRJhaWqSc63gQayyOiLZkMojQzEj_5fVUYlsWtg/ZbAJAI_EvxrQwYSKJ3h81sCgiT1LpJDXshGy3oNG7xM),1,Photo,6/12/2026 3:20pm,6/14/2026 10:56am,,"file_102,file_103",Done,,,,56,B056
B057,Ready,7508426910,,,file_105 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/AcYhkSUwd8VHk_wFxm0t9A/SLzFwfkEws63o0ukKkfwLjd0bSNieCxcRTdjxPlAgqcWd2WDwiub52dKNJLa0bUn32tMIq1DRLi1lLLvnD0gHCOZPyv6oHiPpzlRrOk1mr6bipVVNzdX0n2Bq3fJI6zOwjYavR_cW9HWISCeS00u-P-760syVgGxMwO6muCH-CM/H5eS_k4ZEhSliLdr4izyqEzOc4TEhqa8t_VZS-5u00U),1,Photo,6/14/2026 8:38am,6/14/2026 10:56am,,,Done,,,,57,B057
B058,Ready,7508426910,,,file_108 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/_M4uz7vO_KkmDwyYWeEbwg/IOOUPC21J8YwDLYLGQj_g3jI8P-1_ez8spnoPWeUNOKa-CX0URRMSvsCsSAJin019f1zqic6EZH-0-zGl1HzySQwta0UsicCf6IssdeEYzr3gRoDM4wIwGsKH8wvHcyLZX5IChx5Zhkd-28JwdiT07CiqWkIyjf1fFCHNL5OhCA/yzYZH--EoxCdrQzlQHeoSCeOf3Yhx-1yupwno1owzS8),1,Photo,6/14/2026 8:50am,6/14/2026 10:56am,,,Done,,,,58,B058
B059,Ready,7508426910,,,file_113 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/PD_N3okiRUIACNtoRWhjRw/XqhYspu0yrIga7TXGbOXeo57R5dR3AKyi6rXObXwvhda2axyWUzpzCJ8JPmhv1sZTxAB0vMGSR_vjgYh5qUrbcOsbS7lV-mLyVMkk6K5EXJ6SDN_ydz3bSD0ogsRyLR8hMNI4cRFrDNoNo027AjzefIDuRJy8iRB5SFT3LYA3eY/L4O9i0C0ZLoHoQ_n2Us1wJpQhSs0YYHNUNDTAphQ5Hs),1,Photo,6/14/2026 9:05am,6/14/2026 9:42am,,,Error,,,,59,B059
B060,Ready,7508426910,,,file_115 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/2of3FmYMFEdpbFhtccyWKg/RvvU9d2jQVkZWLWy0xk-Yq_HdPbzwFf2AFG4074tD7m5bcxdF1SWIBJgMTzuzkWwfxQSukJnXOee7la4UdpGoLAaVLBKblu5EAeOXoQXked2pT2qleBmlcggY2Q_kzjWJ1-orwTV6GfkyTp54BE2mJpfe5GpFWI4ai-IO-JL0YU/6GQOI5dBEDubtKFZVAUj3AUEPAUGe7huZYG8Zoe-dOs),1,Photo,6/14/2026 9:08am,6/14/2026 10:56am,,"file_115,file_114",Done,,,,60,B060
B061,Ready,7508426910,,,file_116 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/uS4pzg9Osp6TX6I4gqLaJQ/yCinwWLn_A_hzulWX2ixIEwXajvP68DxWP6Ao8rqEa-39ELXsenXJDIh6OlgbSHnWVOAKQ1ewD_Wvwi-50gAgR3qfjbyMQjFM9PF70bdE8dvZSPxv5dynwAOPENAI_API_KEY_REDACTED/7rIhsSmTWiAiuMRiLcoxFWN-mkWkgaQtg7OFy1mdLBw),1,Photo,6/14/2026 9:10am,6/14/2026 10:56am,,"file_116,file_117,file_118,file_119",Done,,,,61,B061
B063,Ready,7508426910,,"Ну это тестовая будет, не надо об этом говорить конечно, это будет тестовая карусель про проект, новый проект в Москве тестовая карусель на меткин тауэр называется здание апартаменты в Москве вот так вот тестово надо будет, короче ее сделать скорее всего лучше сделать карусель с нее",file_120 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/NjKiHzUG11lHPRe2DH00Bw/bcLaxqI0wu8Dt10zrXT18xcBvmrQ_9-dotwcWaJTOqAOlBPuiSox6UGkUvQX7JkNNWa6q2d205RIOBOaGsAQHgXRpXAb7CYXfofyfK-vrL1K7GVmnKq8uCNgUy6L1vfMQ6KrM0Uci42S87_S_hZaLLrxvxJOs2BsvBKJhSspopU/zYLhajQ4wAG5a0ZwIRhb_KlF_-LL7IT1XtRXfa_NOIw),1,Photo,6/14/2026 1:00pm,6/14/2026 1:42pm,,,Error,,,,63,B063
B064,Ready,7508426910,,"Вот с этого надо будет сделать карусель, вот с этих вот всех фоток о том, что ну как камень влияет на дизайн вообще и все такое. Ну понятно, на английском языке все это надо сделать. Вот такую такую карусельку.",file_121 (https://v5.airtableusercontent.com/v3/u/55/55/1785736800000/nVzFe7Y5uJ8P6zn_C4UhFQ/IhCuOlUYPa2nKHbWccAtBdLt8B65oBsot_pndNtTM5oM0hg0mlOfLDwrcWW1QN7XYwFdfLcXwd6XibdrXgP_1_hI1n0mAP1ktfZLZYNVIPkkEV_lR2L9rDk6cLbA3HaHnyRP6kMJ2zohTDigFS5SCb_lpFGR_e7wW4z906P1Ji4/z19SXq8Ywo-v_jR9ZUXcyFGnFSyHGlF8QLwdpsLXsJc),1,Photo,6/14/2026 1:00pm,6/16/2026 8:37am,"How Stone Veining Controls the Whole Kitchen Composition,""Why the Island Works as a Circulation Tool, Not Just a Bar"",The Development Logic Behind Using Stone in a Compact Kitchen,BIM Coordination Behind a Minimal Stone Kitchen,""How Dark Wood, Stone, and Warm Light Avoid a Heavy Interior"",How the Stone Countertop Sets the Entire Vanity Logic,Why a Floating Double Vanity Changes the Guest Experience,""The Material Coordination Behind Stone, Brass, and Wood"",Construction Logic: Making a Heavy Stone Surface Look Light,Investment Detail: Why Premium Bathrooms Sell the Whole Project","file_126,file_127,file_129,file_128,file_130,file_125",Done,,,,64,B064
B066,Collecting,,"Интересно, я когда-то ходил по Краснодару и думал, а каково это было в 2018 году, когда вот эти ребята, которые здесь жили, у которых вся жизнь была связана с Краснодаром, с этими домами, с этими улицами и страной, каково им было уезжать и убегать из Крыма, из Новороссийска. Тогда же не было так, как сейчас можно было взять загнанный паспорт и уехать куда-нибудь в Австралию. Тогда это было путешествие на край света. И они просто уезжали, бросали всё и не могли по-другому. Они уезжали и бросали родину с большой буквы. Сейчас для нас нет. Это всё намного мельче. Мы привыкли путешествовать, мы чуть больше побутешествовали. Я уж точно не мог представить, что через 100 лет это может вернуться к нам опять. Смотря на дом Деникина в Краснодаре, смотря на могилы этих героев Первой мировой на кладбище краснодарском, я не думал, что это всё может вернуться. Удивительно, что через 100 лет всё возвращается. Я бы хотел на эту тему поговорить и понять, как так произошло, что всё это случайно вернулось назад.","Интересно, я когда-то ходил по Краснодару и думал, а каково это было в 2018 году, когда вот эти ребята, которые здесь жили, у которых вся жизнь была связана с Краснодаром, с этими домами, с этими улицами и страной, каково им было уезжать и убегать из Крыма, из Новороссийска. Тогда же не было так, как сейчас можно было взять загнанный паспорт и уехать куда-нибудь в Австралию. Тогда это было путешествие на край света. И они просто уезжали, бросали всё и не могли по-другому. Они уезжали и бросали родину с большой буквы. Сейчас для нас нет. Это всё намного мельче. Мы привыкли путешествовать, мы чуть больше побутешествовали. Я уж точно не мог представить, что через 100 лет это может вернуться к нам опять. Смотря на дом Деникина в Краснодаре, смотря на могилы этих героев Первой мировой на кладбище краснодарском, я не думал, что это всё может вернуться. Удивительно, что через 100 лет всё возвращается. Я бы хотел на эту тему поговорить и понять, как так произошло, что всё это случайно вернулось назад.",,0,Voice,7/10/2026 2:39pm,7/10/2026 2:39pm,,,,,,,66,B066
